2026-05-27T15:34:49.912Z,ADDED,Gmail - Thanks for your order - Tim Bisson 4.pdf,bisson-expert
2026-05-27T15:40:15.334Z,ADDED,Gmail - Thanks for your order - Tim Bisson 5.pdf,bisson-expert
2026-05-27T15:41:12.157Z,ADDED,Gmail - Thanks for your order - Tim Bisson 6.pdf,bisson-expert
"2026-05-28 09 h 29","Bisson Expert","Facture 8","16–31 Mai. 2026","AJOUT","Communications internes et externes","","2026-05-28",""
"2026-05-28 09 h 29","Bisson Expert","Facture 8","16–31 Mai. 2026","MODIFICATION","Communications internes et externes","0.5","2026-05-28","hrs: '0' -> '0.5'"
"2026-05-28 10 h 56","Bisson Expert","Facture 8","16–31 Mai. 2026","AJOUT","Meeting ","","2026-05-28",""
"2026-05-28 10 h 56","Bisson Expert","Facture 8","16–31 Mai. 2026","MODIFICATION","Meeting Migration Azure","","2026-05-28","desc: 'Meeting Migration Azur' -> 'Meeting Migration Azure'"
"2026-05-28 10 h 56","Bisson Expert","Facture 8","16–31 Mai. 2026","MODIFICATION","Meeting Migration Azure","0.5","2026-05-28","hrs: '0' -> '0.5'"
"2026-05-29 10 h 44","Bisson Expert","Facture 8","16–31 Mai. 2026","AJOUT","Acces Zapier","","2026-05-29",""
"2026-05-29 10 h 44","Bisson Expert","Facture 8","16–31 Mai. 2026","MODIFICATION","Acces Zapier","0.25","2026-05-29","hrs: '0.2' -> '0.25'"
"2026-05-29 10 h 44","Soudures Rivard","Facture 3","16–31 Mai. 2026","SUPPRESSION","","","2026-05-29",""
"2026-06-01 10 h 34","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Communications internes","","2026-06-01",""
"2026-06-01 11 h 32","Bisson Expert","Facture 8","16–31 Mai. 2026","FACTURE GÉNÉRÉE","Bisson Expert - 05-31-2026 - Invoice 8.pdf","23","1 juin 2026","2 300,00 $"
"2026-06-01 11 h 33","Bisson Expert","Facture 8","16–31 Mai. 2026","MODIFICATION","Communications internes et externes","1","2026-05-28","hrs: '' -> '1'"
"2026-06-01 11 h 33","Bisson Expert","Facture 8","16–31 Mai. 2026","MODIFICATION","Communications internes et externes","0.5","2026-05-27","hrs: '0' -> '0.5'"
"2026-06-01 11 h 33","Bisson Expert","Facture 8","16–31 Mai. 2026","MODIFICATION","Acces Zapier","0.5","2026-05-29","hrs: '0' -> '0.5'"
"2026-06-01 11 h 33","Bisson Expert","Facture 8","16–31 Mai. 2026","FACTURE GÉNÉRÉE","Bisson Expert - 05-31-2026 - Invoice 8.pdf","24","1 juin 2026","2 400,00 $"
"2026-06-01 11 h 43","Bisson Expert","Facture 8","16–31 Mai. 2026","FACTURE GÉNÉRÉE","Bisson Expert - 05-31-2026 - Invoice 8.pdf","24","1 juin 2026","2400"
2026-06-01T16:15:45.914Z,ADDED,Receipt-2704-0056-2893.pdf,bisson-expert
2026-06-01T16:19:39.233Z,ADDED,Receipt-2704-0056-2893.pdf,bisson-expert
2026-06-01T16:20:07.144Z,ADDED,Receipt-2060-1127-2072.pdf,bisson-expert
2026-06-01T16:23:47.883Z,ADDED,IMG_3585.jpeg,bisson-expert
2026-06-01T16:26:31.751Z,ADDED,IMG_3585.jpeg,bisson-expert
2026-06-01T16:26:59.548Z,ADDED,IMG_3586.jpeg,bisson-expert
2026-06-01T16:27:23.818Z,ADDED,IMG_3587.jpeg,bisson-expert
2026-06-01T16:27:47.955Z,ADDED,IMG_3588.jpeg,bisson-expert
2026-06-01T16:28:10.251Z,ADDED,IMG_3589.jpeg,bisson-expert
2026-06-01T16:29:04.734Z,ADDED,IMG_3590.jpeg,bisson-expert
2026-06-01T16:36:32.173Z,ADDED,IMG_3585.jpeg,bisson-expert
"2026-06-02 11 h 30","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","","","2026-06-02","date: '' -> '2026-06-02'"
"2026-06-02 11 h 31","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec GRO - Réalignment Monday","","2026-06-02","desc: 'Meeting avec GRO - Réalignment Monday ' -> 'Meeting a"
"2026-06-02 11 h 31","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Préparation meeting GRO - Alignement Monday","","2026-06-02",""
"2026-06-02 11 h 31","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Préparation meeting GRO - Alignement Monday","1","2026-06-02","hrs: '' -> '1'"
"2026-06-02 11 h 31","Bisson Expert","Facture 9","1–15 Juin. 2026","SUPPRESSION","","","2026-06-02",""
"2026-06-02 11 h 31","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec GRO - Réalignment Monday","1","2026-06-02","hrs: '' -> '1'"
"2026-06-04 11 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Meeting Azure ","","2026-06-04",""
"2026-06-04 11 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting Azure ","0.5","2026-06-04","hrs: '0' -> '0.5'"
"2026-06-04 11 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Meeting avec ","","2026-06-04",""
"2026-06-04 11 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec Tay de Telus","","2026-06-04","desc: 'Meeting avec Tay de Telus ' -> 'Meeting avec Tay de T"
"2026-06-04 11 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec Tay de Telus","0.25","2026-06-04","hrs: '0.2' -> '0.25'"
"2026-06-04 11 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec Tay de Telus","0.25","2026-06-05","date: '' -> '2026-06-05'"
"2026-06-04 11 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec Tay de Telus","0.25","2026-06-03","date: '' -> '2026-06-03'"
"2026-06-04 11 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Meeting avec Montechnicien","","2026-06-04",""
"2026-06-04 11 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec Montechnicien","0.5","2026-06-04","hrs: '0' -> '0.5'"
"2026-06-04 11 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec Montechnicien","0.5","2026-06-03","date: '' -> '2026-06-03'"
"2026-06-04 11 h 19","Bisson Expert","Facture 9","1–15 Juin. 2026","SUPPRESSION","","","2026-06-04",""
"2026-06-04 11 h 19","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","","","2026-06-04",""
"2026-06-05 11 h 15","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Meeting avec Telus ","","2026-06-05",""
"2026-06-05 11 h 15","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting avec Telus ","0.25","2026-06-05","hrs: '0.2' -> '0.25'"
2026-06-08T16:14:08.320Z,ADDED,Receipt-2860-9661-2270.pdf,bisson-expert
"2026-06-09 10 h 41","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Meeting Jérémy pour Bonus Prod et ","","2026-06-09",""
"2026-06-09 10 h 41","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting Jérémy pour Bonus Prod et Google","","2026-06-09","desc: 'Meeting Jérémy pour Bonus Prod et Google ' -> 'Meetin"
"2026-06-09 10 h 41","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting Jérémy pour Bonus Prod et Google","","2026-06-08","date: '' -> '2026-06-08'"
"2026-06-09 10 h 41","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Meeting Jérémy pour Bonus Prod et Google","0.5","2026-06-08","hrs: '0' -> '0.5'"
"2026-06-09 10 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Rencontre avec Julien pour Bonus Data","","2026-06-09",""
"2026-06-09 10 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre avec Julien pour Bonus Data","1","2026-06-09","hrs: '' -> '1'"
"2026-06-09 10 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre avec Julien pour Bonus Data","1","2026-06-08","date: '' -> '2026-06-08'"
"2026-06-09 10 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Communications internes et externes","1","2026-06-09",""
"2026-06-09 10 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Communications internes et externes","1","2026-06-08","date: '' -> '2026-06-08'"
"2026-06-09 10 h 43","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Communicatios internes et externes","","2026-06-09",""
"2026-06-09 10 h 44","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Communicatios internes et externes","0.5","2026-06-09","hrs: '0' -> '0.5'"
"2026-06-09 10 h 44","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Modifications CRM Business Dev pour Linda","","2026-06-09",""
"2026-06-09 10 h 44","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modifications CRM Business Dev pour Linda","1","2026-06-09","hrs: '' -> '1'"
"2026-06-09 14 h 35","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modifications CRM Business Dev pour Linda","","2026-06-09","hrs: '1' -> ''"
"2026-06-09 14 h 35","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modifications CRM Business Dev pour Linda","0.25","2026-06-09","hrs: '' -> '0.25'"
"2026-06-09 14 h 35","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modifications CRM Business Dev pour Linda","2","2026-06-09","hrs: '0.25' -> '2'"
"2026-06-09 14 h 36","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Rencontre clarification des structures de bonus avec Vincent et ","","2026-06-09",""
"2026-06-09 14 h 36","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre clarification des structures de bonus avec Vincent et Julien","","2026-06-09","desc: 'Rencontre clarification des structures de bonus avec "
"2026-06-09 14 h 36","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre clarification des structures de bonus avec Vincent et Julien","0.75","2026-06-09","hrs: '0.7' -> '0.75'"
"2026-06-09 14 h 36","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modifications CRM Business Dev pour Linda","2.5","2026-06-09","hrs: '2' -> '2.5'"
"2026-06-09 15 h 12","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Accesses for Power Bi - Test ","","2026-06-09",""
"2026-06-09 15 h 12","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Accesses for Power Bi - Test Leads Data for Luigi","","2026-06-09","desc: 'Accesses for Power Bi - Test Leads Data for Luig' -> "
"2026-06-09 15 h 12","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Accesses for Power Bi - Test Leads Data for Luigi","0.25","2026-06-09","hrs: '0.2' -> '0.25'"
"2026-06-09 15 h 13","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modifications CRM Business Dev pour Linda","2.75","2026-06-09","hrs: '2.7' -> '2.75'"
"2026-06-09 15 h 13","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modifications CRM Business Dev pour Linda","3.5","2026-06-09","hrs: '3' -> '3.5'"
"2026-06-11 09 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Rencontre avec Antoine pour expliquer le BI","","2026-06-11",""
"2026-06-11 09 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre avec Antoine pour expliquer le BI","0.5","2026-06-11","hrs: '0' -> '0.5'"
"2026-06-11 09 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Communications internes et externes.","","2026-06-11",""
"2026-06-11 09 h 42","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Communications internes et externes.","0.5","2026-06-11","hrs: '0' -> '0.5'"
"2026-06-11 12 h 54","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Modification et investigation CRM","","2026-06-11",""
"2026-06-11 12 h 54","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Modification et investigation CRM","1.5","2026-06-11","hrs: '1' -> '1.5'"
"2026-06-12 13 h 16","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Rencontre Bonus ","","2026-06-12",""
"2026-06-12 13 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre Bonus Détails avec Jé","","2026-06-12","desc: 'Rencontre Bonus Détails avec Jér' -> 'Rencontre Bonus"
"2026-06-12 13 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre Bonus Détails avec Jé","0.5","2026-06-12","hrs: '0' -> '0.5'"
"2026-06-12 13 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre Bonus Détails avec Jé","0.5","2026-06-11","date: '2026-06-01' -> '2026-06-11'"
"2026-06-12 13 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Création des différents scénarios exemples pour Julien","","2026-06-12",""
"2026-06-12 13 h 17","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Création des différents scénarios exemples pour Julien","0.75","2026-06-11","date: '2026-06-01' -> '2026-06-11'"
"2026-06-12 13 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Rencontre azure","","2026-06-12",""
"2026-06-12 13 h 18","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre azure","0.25","2026-06-11","date: '2026-06-01' -> '2026-06-11'"
"2026-06-14 21 h 52","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Rencontre avec Julien","","2026-06-14",""
"2026-06-14 21 h 52","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Rencontre avec Julien - Calculs Bonus","0.5","2026-06-14","hrs: '0' -> '0.5'"
"2026-06-15 11 h 07","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","","","2026-06-15",""
"2026-06-15 11 h 07","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Investigation données projet 1157-25","","2026-06-15","desc: 'Investigation données projet 1157-25 ' -> 'Investigat"
"2026-06-15 11 h 07","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Investigation données projet 1157-25","0.25","2026-06-15","hrs: '0.2' -> '0.25'"
"2026-06-15 11 h 08","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Communication avec Julien pour Calculs bonus","0.25","2026-06-15",""
"2026-06-15 11 h 08","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Réponse aux demandes d'informations pour Telus AI Receptionnist","0.5","2026-06-15",""
"2026-06-15 11 h 08","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Investigation problème connexion crm Jean-Francois","","2026-06-15",""
"2026-06-15 11 h 08","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Investigation problème connexion crm Jean-Francois","0.25","2026-06-15","hrs: '0.2' -> '0.25'"
"2026-06-15 14 h 53","Bisson Expert","Facture 9","1–15 Juin. 2026","AJOUT","Vérification des calculs de Julien pour le marges","","2026-06-15",""
"2026-06-15 14 h 53","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Vérification des calculs de Julien pour le marges","1.5","2026-06-15","hrs: '1' -> '1.5'"
"2026-06-15 22 h 48","Bisson Expert","Facture 9","1–15 Juin. 2026","MODIFICATION","Investigation données projet 1157-25","0.5","2026-06-15","hrs: '0' -> '0.5'"
"2026-06-15 23 h 43","Bisson Expert","Facture 9","1–15 Juin. 2026","FACTURE GÉNÉRÉE","Bisson Expert - 06-15-2026 - Invoice 9.pdf","18.5","15 juin 2026","2127.04"
"2026-06-16 13 h 59","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Accès Hoang-Truc Power Bi","","2026-06-16",""
"2026-06-16 13 h 59","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Accès Hoang-Truc Power Bi ","","2026-06-16","desc: 'Accès Hoang-Truc Power Bi' -> 'Accès Hoang-Truc Power"
"2026-06-16 13 h 59","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Accès Hoang-Truc Power Bi ","0.5","2026-06-16","hrs: '0' -> '0.5'"
"2026-06-16 14 h 00","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Vérification calculs bonus ","","2026-06-16",""
"2026-06-16 14 h 00","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Vérification calculs bonus Julien","","2026-06-16","desc: 'Vérification calculs bonus Julien ' -> 'Vérification "
"2026-06-16 14 h 00","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Vérification calculs bonus Julien","1","2026-06-16","hrs: '' -> '1'"
"2026-06-16 14 h 00","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Set Up Accès UKG ready - ","","2026-06-16",""
"2026-06-16 14 h 00","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Set Up Accès UKG ready - OVerview et familiarisation de la plateforme","","2026-06-16","desc: 'Set Up Accès UKG ready - OVerview et familiarisation "
"2026-06-16 14 h 00","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Set Up Accès UKG ready - OVerview et familiarisation de la plateforme","2","2026-06-16","hrs: '' -> '2'"
"2026-06-16 14 h 01","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Vérification calculs bonus Julien","2","2026-06-16","hrs: '' -> '2'"
"2026-06-16 14 h 01","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Set Up Accès UKG ready - Overview et familiarisation de la plateforme","2","2026-06-16","desc: 'Set Up Accès UKG ready - Oerview et familiarisation d"
"2026-06-17 09 h 07","Bisson Expert","Facture 10","16–30 Juin. 2026","AJOUT","Discussions stratégiques pour Bonus","","2026-06-17",""
"2026-06-17 09 h 08","Bisson Expert","Facture 10","16–30 Juin. 2026","MODIFICATION","Discussions stratégiques pour Bonus","1","2026-06-17","hrs: '' -> '1'"
